"Species","EEZ","p2","p4","Average","Max"
"Aulacomya ater","Angolan Exclusive Economic Zone",0,0,0.173523156629682,0.173523156629682
"Aulacomya ater","Argentinean Exclusive Economic Zone",0,0,0.0351448210890029,1.08173662260354
"Aulacomya ater","Brazilian Exclusive Economic Zone",0,0,0.190957737245478,0.849893646797966
"Aulacomya ater","Chilean Exclusive Economic Zone",0,0,0.183630756824668,1.82741211084626
"Aulacomya ater","Joint regime area Argentina / Uruguay",0,0,0.0674046834029059,0.535745452475856
"Aulacomya ater","Namibian Exclusive Economic Zone",0,0,0.404670967881894,1.501499167094
"Aulacomya ater","Overlapping claim Falkland / Malvinas Islands: UK / Argentina",0,0,0.0561461982624588,0.942377878892399
"Aulacomya ater","Peruvian Exclusive Economic Zone",0,0,0.486362617795859,1.2718253948165
"Aulacomya ater","South African Exclusive Economic Zone",0,0,0.183502818968483,1.501499167094
"Aulacomya ater","Uruguayan Exclusive Economic Zone",0,0,0.116911738819815,0.868421283646032
