"Species","Ocean","EEZ","Average","Max"
"Chanos chanos","South Atlantic Ocean","Mozambican Exclusive Economic Zone",7.82831359364448,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Myanmar Exclusive Economic Zone",7.31091840827398,8.2923610758136
"Chanos chanos","South Atlantic Ocean","New Caledonian Exclusive Economic Zone",7.45616573704688,8.2923610758136
"Chanos chanos","South Atlantic Ocean","New Zealand Exclusive Economic Zone",6.99228327669292,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Nicaraguan Exclusive Economic Zone",8.12956859157385,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Niue Exclusive Economic Zone",5.96303385519166,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Norfolk Island Exclusive Economic Zone",7.08081668784272,8.2923610758136
"Chanos chanos","South Atlantic Ocean","North Korean Exclusive Economic Zone",5.45893237650556,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Northern Mariana Exclusive Economic Zone",7.44262040363566,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Oecussi Ambeno Exclusive Economic Zone",8.27165484476054,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Omani Exclusive Economic Zone",8.05203045515175,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Overlapping claim Glorioso Islands: France / Madagascar",7.71004432294191,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu",8.2923610758136,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Overlapping claim Mayotte: France / Comoros",6.83892141493265,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Overlapping claim Senkaku Islands: Japan / China / Taiwan",7.36732602299331,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Overlapping claim South China Sea",6.44937704952243,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Overlapping claim: Kenya / Somalia",6.7805451871609,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Pakistani Exclusive Economic Zone",5.61179471684258,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Palau Exclusive Economic Zone",8.17551384395672,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Palmyra Atoll Exclusive Economic Zone",8.28009071667105,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Panamanian Exclusive Economic Zone",8.17179961411488,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Papua New Guinean Exclusive Economic Zone",7.71926561195048,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Peruvian Exclusive Economic Zone",6.50084434740928,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Philippines Exclusive Economic Zone",7.59618447891569,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Pitcairn Islands Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Réunion Exclusive Economic Zone",7.07342851521129,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Samoan Exclusive Economic Zone",6.70042906629947,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Saudi Arabian Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Seychellois Exclusive Economic Zone",7.0428758961153,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Solomon Islands Exclusive Economic Zone",8.0327953754848,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Somali Exclusive Economic Zone",7.48021850700086,8.2923610758136
"Chanos chanos","South Atlantic Ocean","South African Exclusive Economic Zone",7.44439172668985,8.2923610758136
"Chanos chanos","South Atlantic Ocean","South Korean Exclusive Economic Zone",6.71127550579449,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Sri Lankan Exclusive Economic Zone",6.93526376472607,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Taiwanese Exclusive Economic Zone",7.56586563457963,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Tanzanian Exclusive Economic Zone",7.47389119448936,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Thailand Exclusive Economic Zone",8.08455651016006,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Tokelau Exclusive Economic Zone",7.87041680789961,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Tongan Exclusive Economic Zone",5.78649893879021,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Tuvaluan Exclusive Economic Zone",7.68644325790871,8.2923610758136
"Chanos chanos","South Atlantic Ocean","United Arab Emirates Exclusive Economic Zone",8.25094861370749,8.2923610758136
"Chanos chanos","South Atlantic Ocean","United States Exclusive Economic Zone",7.0386061305276,8.2923610758136
"Chanos chanos","South Atlantic Ocean","United States Exclusive Economic Zone (Hawaii)",7.45218955356314,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Vanuatu Exclusive Economic Zone",7.95997995042329,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Vietnamese Exclusive Economic Zone",6.6517522876702,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Wallis and Futuna Exclusive Economic Zone",7.61656596523585,8.2923610758136
"Chanos chanos","South Atlantic Ocean","Yemeni Exclusive Economic Zone",7.74089504078655,8.2923610758136
"Chanos chanos","South Pacific Ocean","American Samoa Exclusive Economic Zone",6.97915092582079,8.2923610758136
"Chanos chanos","South Pacific Ocean","Amsterdam Island & St. Paul Island Exclusive Economic Zone",8.01803523958497,8.2923610758136
"Chanos chanos","South Pacific Ocean","Australian Exclusive Economic Zone",7.24068473357265,8.2923610758136
"Chanos chanos","South Pacific Ocean","Bangladeshi Exclusive Economic Zone",8.0313940419362,8.2923610758136
"Chanos chanos","South Pacific Ocean","Bassas da India Exclusive Economic Zone",8.02509600309712,8.2923610758136
"Chanos chanos","South Pacific Ocean","Bruneian Exclusive Economic Zone",6.9307263139559,8.2923610758136
"Chanos chanos","South Pacific Ocean","Chagos Archipelago Exclusive Economic Zone",7.19622383784974,8.2923610758136
"Chanos chanos","South Pacific Ocean","Chilean Exclusive Economic Zone",6.29093917770391,8.2923610758136
"Chanos chanos","South Pacific Ocean","Chilean Exclusive Economic Zone (Easter Island)",7.92621140977556,8.2923610758136
"Chanos chanos","South Pacific Ocean","Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)",4.71407102540186,8.2923610758136
"Chanos chanos","South Pacific Ocean","Chinese Exclusive Economic Zone",7.60197153268143,8.2923610758136
"Chanos chanos","South Pacific Ocean","Clipperton Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","South Pacific Ocean","Cocos Islands Exclusive Economic Zone",4.98135956540507,8.2923610758136
"Chanos chanos","South Pacific Ocean","Colombian Exclusive Economic Zone",8.17610468974227,8.2923610758136
"Chanos chanos","South Pacific Ocean","Comoran Exclusive Economic Zone",7.00376243691653,8.2923610758136
"Chanos chanos","South Pacific Ocean","Cook Islands Exclusive Economic Zone",7.70221970895602,8.2923610758136
"Chanos chanos","South Pacific Ocean","Costa Rican Exclusive Economic Zone",8.11786825895754,8.2923610758136
"Chanos chanos","South Pacific Ocean","East Timorian Exclusive Economic Zone",7.50756240804263,8.2923610758136
"Chanos chanos","South Pacific Ocean","Ecuadorian Exclusive Economic Zone",7.64134902914585,8.2923610758136
"Chanos chanos","South Pacific Ocean","Ecuadorian Exclusive Economic Zone (Galapagos)",7.50743561642916,8.2923610758136
"Chanos chanos","South Pacific Ocean","El Salvador Exclusive Economic Zone",8.01302500580739,8.2923610758136
"Chanos chanos","South Pacific Ocean","Eritrean Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","South Pacific Ocean","Fijian Exclusive Economic Zone",7.38616145792004,8.2923610758136
"Chanos chanos","South Pacific Ocean","French Polynesian Exclusive Economic Zone",7.68869588667036,8.2923610758136
"Chanos chanos","South Pacific Ocean","Guam Exclusive Economic Zone",6.95557102428087,8.2923610758136
"Chanos chanos","South Pacific Ocean","Guatemalan Exclusive Economic Zone",7.91642306050585,8.2923610758136
"Chanos chanos","South Pacific Ocean","Honduran Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","South Pacific Ocean","Ile Europa Exclusive Economic Zone",8.02509600309712,8.2923610758136
"Chanos chanos","South Pacific Ocean","Indian Exclusive Economic Zone",7.4198280450197,8.2923610758136
"Chanos chanos","South Pacific Ocean","Indian Exclusive Economic Zone (Andaman and Nicobar Islands)",6.93761822526319,8.2923610758136
"Chanos chanos","South Pacific Ocean","Indonesian Exclusive Economic Zone",7.77379954532147,8.2923610758136
"Chanos chanos","South Pacific Ocean","Iranian Exclusive Economic Zone",8.27165484476054,8.2923610758136
"Chanos chanos","South Pacific Ocean","Japanese Exclusive Economic Zone",6.87374575379456,8.2923610758136
"Chanos chanos","South Pacific Ocean","Jarvis Island Exclusive Economic Zone",8.28315830645668,8.2923610758136
"Chanos chanos","South Pacific Ocean","Johnston Atoll Exclusive Economic Zone",5.15032010044496,7.13428883814212
"Chanos chanos","South Pacific Ocean","Joint regime area Australia / Papua New Guinea",7.33170194567999,8.2923610758136
"Chanos chanos","South Pacific Ocean","Joint regime area Japan / Korea",5.33314695097474,8.2923610758136
"Chanos chanos","South Pacific Ocean","Juan de Nova Exclusive Economic Zone",8.27855692177823,8.2923610758136
"Chanos chanos","South Pacific Ocean","Kenyan Exclusive Economic Zone",6.98468888061226,8.2923610758136
"Chanos chanos","South Pacific Ocean","Kiribati Exclusive Economic Zone (Gilbert Islands)",7.7542990361011,8.2923610758136
"Chanos chanos","South Pacific Ocean","Kiribati Exclusive Economic Zone (Line Islands)",8.28447298779338,8.2923610758136
"Chanos chanos","South Pacific Ocean","Kiribati Exclusive Economic Zone (Phoenix Islands)",8.2923610758136,8.2923610758136
"Chanos chanos","South Pacific Ocean","Madagascan Exclusive Economic Zone",7.49908443736225,8.2923610758136
"Chanos chanos","South Pacific Ocean","Malaysian Exclusive Economic Zone",6.7763749281768,8.2923610758136
"Chanos chanos","South Pacific Ocean","Maldives Exclusive Economic Zone",7.73676684668985,8.2923610758136
"Chanos chanos","South Pacific Ocean","Marshall Islands Exclusive Economic Zone",7.79661144003119,8.2923610758136
"Chanos chanos","South Pacific Ocean","Mauritian Exclusive Economic Zone",7.34755903139016,8.2923610758136
"Chanos chanos","South Pacific Ocean","Mexican Exclusive Economic Zone",7.67685182137387,8.2923610758136
"Chanos chanos","South Pacific Ocean","Micronesian Exclusive Economic Zone",7.79301438082541,8.2923610758136
"Chanos chanos","South Pacific Ocean","Mozambican Exclusive Economic Zone",7.82831359364448,8.2923610758136
"Chanos chanos","South Pacific Ocean","Myanmar Exclusive Economic Zone",7.31091840827398,8.2923610758136
"Chanos chanos","South Pacific Ocean","New Caledonian Exclusive Economic Zone",7.45616573704688,8.2923610758136
"Chanos chanos","South Pacific Ocean","New Zealand Exclusive Economic Zone",6.99228327669292,8.2923610758136
"Chanos chanos","South Pacific Ocean","Nicaraguan Exclusive Economic Zone",8.12956859157385,8.2923610758136
"Chanos chanos","South Pacific Ocean","Niue Exclusive Economic Zone",5.96303385519166,8.2923610758136
"Chanos chanos","South Pacific Ocean","Norfolk Island Exclusive Economic Zone",7.08081668784272,8.2923610758136
"Chanos chanos","South Pacific Ocean","North Korean Exclusive Economic Zone",5.45893237650556,8.2923610758136
"Chanos chanos","South Pacific Ocean","Northern Mariana Exclusive Economic Zone",7.44262040363566,8.2923610758136
"Chanos chanos","South Pacific Ocean","Oecussi Ambeno Exclusive Economic Zone",8.27165484476054,8.2923610758136
"Chanos chanos","South Pacific Ocean","Omani Exclusive Economic Zone",8.05203045515175,8.2923610758136
"Chanos chanos","South Pacific Ocean","Overlapping claim Glorioso Islands: France / Madagascar",7.71004432294191,8.2923610758136
"Chanos chanos","South Pacific Ocean","Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu",8.2923610758136,8.2923610758136
"Chanos chanos","South Pacific Ocean","Overlapping claim Mayotte: France / Comoros",6.83892141493265,8.2923610758136
"Chanos chanos","South Pacific Ocean","Overlapping claim Senkaku Islands: Japan / China / Taiwan",7.36732602299331,8.2923610758136
"Chanos chanos","South Pacific Ocean","Overlapping claim South China Sea",6.44937704952243,8.2923610758136
"Chanos chanos","South Pacific Ocean","Overlapping claim: Kenya / Somalia",6.7805451871609,8.2923610758136
"Chanos chanos","South Pacific Ocean","Pakistani Exclusive Economic Zone",5.61179471684258,8.2923610758136
"Chanos chanos","South Pacific Ocean","Palau Exclusive Economic Zone",8.17551384395672,8.2923610758136
"Chanos chanos","South Pacific Ocean","Palmyra Atoll Exclusive Economic Zone",8.28009071667105,8.2923610758136
"Chanos chanos","South Pacific Ocean","Panamanian Exclusive Economic Zone",8.17179961411488,8.2923610758136
"Chanos chanos","South Pacific Ocean","Papua New Guinean Exclusive Economic Zone",7.71926561195048,8.2923610758136
"Chanos chanos","South Pacific Ocean","Peruvian Exclusive Economic Zone",6.50084434740928,8.2923610758136
"Chanos chanos","South Pacific Ocean","Philippines Exclusive Economic Zone",7.59618447891569,8.2923610758136
"Chanos chanos","South Pacific Ocean","Pitcairn Islands Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","South Pacific Ocean","Réunion Exclusive Economic Zone",7.07342851521129,8.2923610758136
"Chanos chanos","South Pacific Ocean","Samoan Exclusive Economic Zone",6.70042906629947,8.2923610758136
"Chanos chanos","South Pacific Ocean","Saudi Arabian Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","South Pacific Ocean","Seychellois Exclusive Economic Zone",7.0428758961153,8.2923610758136
"Chanos chanos","South Pacific Ocean","Solomon Islands Exclusive Economic Zone",8.0327953754848,8.2923610758136
"Chanos chanos","South Pacific Ocean","Somali Exclusive Economic Zone",7.48021850700086,8.2923610758136
"Chanos chanos","South Pacific Ocean","South African Exclusive Economic Zone",7.44439172668985,8.2923610758136
"Chanos chanos","South Pacific Ocean","South Korean Exclusive Economic Zone",6.71127550579449,8.2923610758136
"Chanos chanos","South Pacific Ocean","Sri Lankan Exclusive Economic Zone",6.93526376472607,8.2923610758136
"Chanos chanos","South Pacific Ocean","Taiwanese Exclusive Economic Zone",7.56586563457963,8.2923610758136
"Chanos chanos","South Pacific Ocean","Tanzanian Exclusive Economic Zone",7.47389119448936,8.2923610758136
"Chanos chanos","South Pacific Ocean","Thailand Exclusive Economic Zone",8.08455651016006,8.2923610758136
"Chanos chanos","South Pacific Ocean","Tokelau Exclusive Economic Zone",7.87041680789961,8.2923610758136
"Chanos chanos","South Pacific Ocean","Tongan Exclusive Economic Zone",5.78649893879021,8.2923610758136
"Chanos chanos","South Pacific Ocean","Tuvaluan Exclusive Economic Zone",7.68644325790871,8.2923610758136
"Chanos chanos","South Pacific Ocean","United Arab Emirates Exclusive Economic Zone",8.25094861370749,8.2923610758136
"Chanos chanos","South Pacific Ocean","United States Exclusive Economic Zone",7.0386061305276,8.2923610758136
"Chanos chanos","South Pacific Ocean","United States Exclusive Economic Zone (Hawaii)",7.45218955356314,8.2923610758136
"Chanos chanos","South Pacific Ocean","Vanuatu Exclusive Economic Zone",7.95997995042329,8.2923610758136
"Chanos chanos","South Pacific Ocean","Vietnamese Exclusive Economic Zone",6.6517522876702,8.2923610758136
"Chanos chanos","South Pacific Ocean","Wallis and Futuna Exclusive Economic Zone",7.61656596523585,8.2923610758136
"Chanos chanos","South Pacific Ocean","Yemeni Exclusive Economic Zone",7.74089504078655,8.2923610758136
"Chanos chanos","North Pacific Ocean","American Samoa Exclusive Economic Zone",6.97915092582079,8.2923610758136
"Chanos chanos","North Pacific Ocean","Amsterdam Island & St. Paul Island Exclusive Economic Zone",8.01803523958497,8.2923610758136
"Chanos chanos","North Pacific Ocean","Australian Exclusive Economic Zone",7.24068473357265,8.2923610758136
"Chanos chanos","North Pacific Ocean","Bangladeshi Exclusive Economic Zone",8.0313940419362,8.2923610758136
"Chanos chanos","North Pacific Ocean","Bassas da India Exclusive Economic Zone",8.02509600309712,8.2923610758136
"Chanos chanos","North Pacific Ocean","Bruneian Exclusive Economic Zone",6.9307263139559,8.2923610758136
"Chanos chanos","North Pacific Ocean","Chagos Archipelago Exclusive Economic Zone",7.19622383784974,8.2923610758136
"Chanos chanos","North Pacific Ocean","Chilean Exclusive Economic Zone",6.29093917770391,8.2923610758136
"Chanos chanos","North Pacific Ocean","Chilean Exclusive Economic Zone (Easter Island)",7.92621140977556,8.2923610758136
"Chanos chanos","North Pacific Ocean","Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)",4.71407102540186,8.2923610758136
"Chanos chanos","North Pacific Ocean","Chinese Exclusive Economic Zone",7.60197153268143,8.2923610758136
"Chanos chanos","North Pacific Ocean","Clipperton Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","North Pacific Ocean","Cocos Islands Exclusive Economic Zone",4.98135956540507,8.2923610758136
"Chanos chanos","North Pacific Ocean","Colombian Exclusive Economic Zone",8.17610468974227,8.2923610758136
"Chanos chanos","North Pacific Ocean","Comoran Exclusive Economic Zone",7.00376243691653,8.2923610758136
"Chanos chanos","North Pacific Ocean","Cook Islands Exclusive Economic Zone",7.70221970895602,8.2923610758136
"Chanos chanos","North Pacific Ocean","Costa Rican Exclusive Economic Zone",8.11786825895754,8.2923610758136
"Chanos chanos","North Pacific Ocean","East Timorian Exclusive Economic Zone",7.50756240804263,8.2923610758136
"Chanos chanos","North Pacific Ocean","Ecuadorian Exclusive Economic Zone",7.64134902914585,8.2923610758136
"Chanos chanos","North Pacific Ocean","Ecuadorian Exclusive Economic Zone (Galapagos)",7.50743561642916,8.2923610758136
"Chanos chanos","North Pacific Ocean","El Salvador Exclusive Economic Zone",8.01302500580739,8.2923610758136
"Chanos chanos","North Pacific Ocean","Eritrean Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","North Pacific Ocean","Fijian Exclusive Economic Zone",7.38616145792004,8.2923610758136
"Chanos chanos","North Pacific Ocean","French Polynesian Exclusive Economic Zone",7.68869588667036,8.2923610758136
"Chanos chanos","North Pacific Ocean","Guam Exclusive Economic Zone",6.95557102428087,8.2923610758136
"Chanos chanos","North Pacific Ocean","Guatemalan Exclusive Economic Zone",7.91642306050585,8.2923610758136
"Chanos chanos","North Pacific Ocean","Honduran Exclusive Economic Zone",8.2923610758136,8.2923610758136
"Chanos chanos","North Pacific Ocean","Ile Europa Exclusive Economic Zone",8.02509600309712,8.2923610758136
"Chanos chanos","North Pacific Ocean","Indian Exclusive Economic Zone",7.4198280450197,8.2923610758136
"Chanos chanos","North Pacific Ocean","Indian Exclusive Economic Zone (Andaman and Nicobar Islands)",6.93761822526319,8.2923610758136
"Chanos chanos","North Pacific Ocean","Indonesian Exclusive Economic Zone",7.77379954532147,8.2923610758136
"Chanos chanos","North Pacific Ocean","Iranian Exclusive Economic Zone",8.27165484476054,8.2923610758136
"Chanos chanos","North Pacific Ocean","Japanese Exclusive Economic Zone",6.87374575379456,8.2923610758136
"Chanos chanos","North Pacific Ocean","Jarvis Island Exclusive Economic Zone",8.28315830645668,8.2923610758136
"Chanos chanos","North Pacific Ocean","Johnston Atoll Exclusive Economic Zone",5.15032010044496,7.13428883814212
"Chanos chanos","North Pacific Ocean","Joint regime area Australia / Papua New Guinea",7.33170194567999,8.2923610758136
"Chanos chanos","North Pacific Ocean","Joint regime area Japan / Korea",5.33314695097474,8.2923610758136
"Chanos chanos","North Pacific Ocean","Juan de Nova Exclusive Economic Zone",8.27855692177823,8.2923610758136
"Chanos chanos","North Pacific Ocean","Kenyan Exclusive Economic Zone",6.98468888061226,8.2923610758136
"Chanos chanos","North Pacific Ocean","Kiribati Exclusive Economic Zone (Gilbert Islands)",7.7542990361011,8.2923610758136
"Chanos chanos","North Pacific Ocean","Kiribati Exclusive Economic Zone (Line Islands)",8.28447298779338,8.2923610758136
"Chanos chanos","North Pacific Ocean","Kiribati Exclusive Economic Zone (Phoenix Islands)",8.2923610758136,8.2923610758136
"Chanos chanos","North Pacific Ocean","Madagascan Exclusive Economic Zone",7.49908443736225,8.2923610758136
"Chanos chanos","North Pacific Ocean","Malaysian Exclusive Economic Zone",6.7763749281768,8.2923610758136
"Chanos chanos","North Pacific Ocean","Maldives Exclusive Economic Zone",7.73676684668985,8.2923610758136
"Chanos chanos","North Pacific Ocean","Marshall Islands Exclusive Economic Zone",7.79661144003119,8.2923610758136
"Chanos chanos","North Pacific Ocean","Mauritian Exclusive Economic Zone",7.34755903139016,8.2923610758136
"Chanos chanos","North Pacific Ocean","Mexican Exclusive Economic Zone",7.67685182137387,8.2923610758136
"Chanos chanos","North Pacific Ocean","Micronesian Exclusive Economic Zone",7.79301438082541,8.2923610758136
"Chanos chanos","North Pacific Ocean","Mozambican Exclusive Economic Zone",7.82831359364448,8.2923610758136
"Chanos chanos","North Pacific Ocean","Myanmar Exclusive Economic Zone",7.31091840827398,8.2923610758136
"Chanos chanos","North Pacific Ocean","New Caledonian Exclusive Economic Zone",7.45616573704688,8.2923610758136
"Chanos chanos","North Pacific Ocean","New Zealand Exclusive Economic Zone",6.99228327669292,8.2923610758136
"Chanos chanos","North Pacific Ocean","Nicaraguan Exclusive Economic Zone",8.12956859157385,8.2923610758136
"Chanos chanos","North Pacific Ocean","Niue Exclusive Economic Zone",5.96303385519166,8.2923610758136
"Chanos chanos","North Pacific Ocean","Norfolk Island Exclusive Economic Zone",7.08081668784272,8.2923610758136
"Chanos chanos","North Pacific Ocean","North Korean Exclusive Economic Zone",5.45893237650556,8.2923610758136
"Chanos chanos","North Pacific Ocean","Northern Mariana Exclusive Economic Zone",7.44262040363566,8.2923610758136
"Chanos chanos","North Pacific Ocean","Oecussi Ambeno Exclusive Economic Zone",8.27165484476054,8.2923610758136
"Chanos chanos","North Pacific Ocean","Omani Exclusive Economic Zone",8.05203045515175,8.2923610758136
"Chanos chanos","North Pacific Ocean","Overlapping claim Glorioso Islands: France / Madagascar",7.71004432294191,8.2923610758136
"Chanos chanos","North Pacific Ocean","Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu",8.2923610758136,8.2923610758136
"Chanos chanos","North Pacific Ocean","Overlapping claim Mayotte: France / Comoros",6.83892141493265,8.2923610758136
"Chanos chanos","North Pacific Ocean","Overlapping claim Senkaku Islands: Japan / China / Taiwan",7.36732602299331,8.2923610758136
"Chanos chanos","North Pacific Ocean","Overlapping claim South China Sea",6.44937704952243,8.2923610758136
"Chanos chanos","North Pacific Ocean","Overlapping claim: Kenya / Somalia",6.7805451871609,8.2923610758136
