"","EEZ","seaBasn","country","Average","Max"
"19","Belgian Exclusive Economic Zone","North Sea","Belgium",1.22901616784465,1.72264412857754
"29","Bulgarian Exclusive Economic Zone","Black Sea","Bulgaria",1.98577090228833,3.37642032036059
"32","Canadian Exclusive Economic Zone","Arctic Ocean","Canada",0.640360218022487,3.87620916433795
"57","Danish Exclusive Economic Zone","Baltic Sea","Denmark",0.344154301281045,2.90335491048013
"62","Dutch Exclusive Economic Zone","North Sea","Netherlands",0.534980026901548,1.72264412857754
"70","Estonian Exclusive Economic Zone","Baltic Sea","Estonia",0.296512931840551,2.47866742542216
"71","Faeroe Exclusive Economic Zone","North Atlantic Ocean","Denmark",2.16073818204219,3.29260615133338
"73","Finnish Exclusive Economic Zone","Baltic Sea","Finland",0.326985378275283,1.36406846319246
"74","French Exclusive Economic Zone","Bay of Biscay","France",1.181157516561,4.36623172584831
"79","Georgian Exclusive Economic Zone","Black Sea","Georgia",3.03043317863506,4.52040492545634
"80","German Exclusive Economic Zone","Baltic Sea","Germany",0.29134806278213,1.03890294843781
"83","Greenlandic Exclusive Economic Zone","Arctic Ocean","Denmark",1.7244667852351,5.00142492626205
"88","Guernsey Exclusive Economic Zone","English Channel","United Kingdom",2.14550661282894,3.68192035863666
"96","Icelandic Exclusive Economic Zone","Greenland Sea","Iceland",1.8807692010167,4.25676599905824
"103","Irish Exclusive Economic Zone","Celtic Sea","Ireland",1.60227103370272,4.23626667891987
"108","Jan Mayen Exclusive Economic Zone","Greenland Sea","Norway",1.7548348948936,1.847442815122
"111","Jersey Exclusive Economic Zone","English Channel","United Kingdom",2.24709144011519,3.08532645999149
"130","Joint regime area Sweden / Norway","Skagerrak","Norway",0.152268780884229,0.153290569512383
"131","Joint regime area United Kingdom / Denmark (Faeroe Islands)","North Atlantic Ocean","United Kingdom",2.90859863379779,3.09157266406081
"141","Latvian Exclusive Economic Zone","Baltic Sea","Latvia",0.255367613627382,2.47866742542216
"145","Lithuanian Exclusive Economic Zone","Baltic Sea","Lithuania",0.104279869883261,0.277321235702467
"172","Norwegian Exclusive Economic Zone","Barentsz Sea","Norway",0.902986266451624,4.86031647342453
"195","Overlapping claim Ukrainian Exclusive Economic Zone","Black Sea","Ukraine",1.92360792446049,4.09553436176264
"214","Polish Exclusive Economic Zone","Baltic Sea","Poland",0.122156379598709,0.37166785382216
"215","Portuguese Exclusive Economic Zone","North Atlantic Ocean","Portugal",0.767703251607012,1.22523355968175
"216","Portuguese Exclusive Economic Zone (Azores)","North Atlantic Ocean","Portugal",1.50745948716943,6.64800438349021
"221","Romanian Exclusive economic Zone","Black Sea","Romania",1.8025343333122,3.00091741562873
"222","Russian Exclusive economic Zone","Arctic Ocean","Russia",1.20610155701204,4.86031647342453
"229","Saint-Pierre and Miquelon Exclusive Economic Zone","Gulf of St. Lawrence","France",0.266665609538486,0.40977973730607
"245","Spanish Exclusive Economic Zone","Alboran Sea","Spain",0.711415360984709,2.69506731050923
"252","Swedish Exclusive Economic Zone","Baltic Sea","Sweden",0.332845557360448,3.42419231913991
"263","Turkish Exclusive Economic Zone","Aegean Sea","Turkey",2.4202109506687,5.37269638386165
"267","United Kingdom Exclusive Economic Zone","Bristol Channel","United Kingdom",1.58642484190824,4.36623172584831
"268","United States Exclusive Economic Zone","Bay of Fundy","United States",0.485835020909263,1.92170725741686
